PhraseId,SentenceId,Phrase
148029,8057,The Uncertainty Principle
68008,3451,the ridiculous Bolero
105539,5573,"Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles ."
107914,5707,weaned
60312,3045,expected to have characters and a storyline
145877,7931,erotically perplexing
43489,2102,extremely straight and
734,27,preach exclusively to the converted .
20067,890,spat out from the Tinseltown assembly line
154567,8450,works superbly
72662,3712,"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way ."
71545,3650,The lead actors
20349,909,"in execution it is all awkward , static , and lifeless rumblings"
77183,3970,some glimpses
46058,2239,quickly fades
135379,7311,the recent Argentine film Son
90879,4728,at a rapid pace
119324,6378,life on the big screen
40924,1961,video style
13356,574,this summer
105545,5573,"you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles ."
71800,3663,brooding and slow
5993,240,quest to be president
45647,2219,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes ."
141739,7690,"has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu ."
113642,6041,preordained
128054,6889,"is a story that zings all the way through with originality , humour and pathos ."
143364,7781,give this comic slugfest some heart
151210,8243,impact and
136610,7385,merely pretentious -- in a grisly sort of way
4447,167,favors to their famous parents
100298,5262,any of the clients
94445,4930,It 's not a bad plot ; but
88094,4575,it 's all about the silences and if you 're into that
44637,2164,his hypermasculine element
69245,3519,hard to believe these jokers are supposed to have pulled off four similar kidnappings before
29093,1346,genre 's
71805,3663,central idea way
111258,5899,"shows why , after only three films , director\/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers ."
9452,393,David Caesar
38176,1815,"stay with the stage versions ,"
35259,1658,"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given"
36513,1727,"Ambitious ,"
147700,8037,but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly
88413,4594,A fairly enjoyable mixture
108674,5751,what made you love it
27096,1245,ultimate losers
47356,2309,forgot to include anything even halfway scary
51857,2558,gang-member teens in Brooklyn circa
34430,1617,most entertaining
72122,3683,of film makers
57138,2878,"The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film ."
143132,7768,The Four Feathers ''
57798,2912,to -LRB- Watts -RRB- to lend credibility to this strange scenario
3484,129,who paid for it
121025,6483,"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin ,"
112807,5990,Off the Hook
95411,4983,Shawn Levy
64522,3265,same advice
88657,4606,Bad Lieutenant and
722,26,indecipherable plot complications
151426,8257,have just
144248,7829,Will anyone
4312,163,"running around , screaming"
52356,2589,The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and
42121,2027,English cinematographer Giles Nuttgens
18079,788,York City
67132,3407,that it ends up being surprisingly dull
72178,3687,adding the rich details and go-for-broke acting that heralds something special
64982,3289,"Nothing happens ,"
112038,5947,the whodunit level
154900,8474,"Bill Plympton , the animation master ,"
146811,7987,you like ` Masterpiece Theatre ' type costumes
75335,3864,that 's as fresh-faced as its young-guns cast
108421,5737,#NAME?
130354,7022,"an incredibly heavy-handed , manipulative dud that feels all too familiar ."
108585,5746,cope with the mysterious and brutal nature of adults
418,15,", better judgment"
87885,4563,releases
130630,7038,"of Pacino , Williams , and Swank"
126421,6796,", pays off what debt Miramax felt they owed to Benigni"
135327,7308,"children , a heartfelt romance for teenagers"
64443,3263,"This is a picture that Maik , the firebrand turned savvy ad man , would be envious of :"
6337,252,public
122116,6544,his craft
84483,4371,A meditation on faith and madness
49299,2412,dramatic conviction
22541,1020,"though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
48299,2357,where the bizarre is credible and the real turns magical
145018,7876,the first hour
104558,5521,captivating coming-of-age story
89760,4671,Kaufman 's script is never especially clever and often is rather pretentious .
73373,3749,giddy viewing
98736,5178,Rohmer 's
86882,4502,simpering
155078,8487,our eyes
31597,1480,Weighty and ponderous
85401,4416,a paranoid and unlikable man
95402,4981,oomph
139578,7573,"take on developers , the Chamber of Commerce , tourism , historical pageants ,"
141474,7676,pay your $ 8 and get ready for the big shear .
147975,8053,if the screenplay falls somewhat short
154712,8461,to watch -- but
156033,8543,The movie 's downfall
91473,4759,"The story is virtually impossible to follow here , but"
59504,3000,robust and scary entertainment
75881,3893,without resorting to camp as Nicholas ' wounded and wounding Uncle Ralph
111238,5898,ditched the artsy pretensions and revelled in the entertaining shallows
123785,6646,like Rocky and Bullwinkle
128658,6920,earnest errors
144300,7834,are infants ... who might be distracted by the movie 's quick movements and sounds .
48546,2371,Weinstein 's
97119,5077,Copmovieland
82071,4233,Chaiken
153296,8372,offers a trenchant critique of capitalism
73875,3778,no earthly reason
54579,2714,through the slow spots
18294,799,Strident and
46445,2258,wrapped things up at 80 minutes
130040,7003,it lacks in substance
104893,5539,Tedious Norwegian offering which somehow snagged an Oscar nomination
9707,403,girl
149154,8116,settled into my World War II memories
150195,8181,impressive performances
12058,517,"knowledge , education , and the"
20794,928,Their contrast
81156,4180,'ve long associated with Washington
81263,4189,is undeniably subversive and involving in its bold presentation
50195,2467,... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .
6211,246,the awkwardness of human life
73877,3778,earthly
94031,4906,look at teenage boys doing what they do best - being teenagers .
6714,269,confident
13011,560,luminous interviews
96,3,", I suspect ,"
37765,1797,"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged ."
115303,6140,resonant undertone
44281,2147,rotten
87825,4561,", emotional"
36069,1701,Volletta
13675,588,the mugging
75166,3854,somber trip
136910,7405,"admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of American life"
105360,5564,the shadow side of the 30-year friendship between two English women
57352,2891,"is , we have no idea what in creation is going on"
85052,4399,even sexy
140171,7605,might not have noticed .
89405,4648,was written for no one
108924,5766,admirer
128176,6896,have been conjured up only 10 minutes prior to filming
118158,6312,show these characters in the act and give them no feelings of remorse
132480,7144,the dialogue and drama often food-spittingly funny
58239,2934,rather silly
71787,3662,The formula is familiar but enjoyable .
62951,3185,leaves you feeling like you 've seen a movie instead of an endless trailer
100297,5262,as any of the clients
153353,8375,covered earlier and much better
15846,680,touching
81823,4222,frenetic spectacle
29788,1381,uncharted depths
80848,4166,films to date .
55572,2774,"rent those movies instead , let alone"
150697,8214,anti-Semitism ever seen on screen
121696,6521,justify the notion of creating a screen adaptation of Evans ' saga of Hollywood excess
17689,765,glass
102219,5379,"found its audience , probably because it 's extremely hard to relate to any of the characters ."
111949,5942,The explosion
128481,6911,the menace of its sparse dialogue
100995,5305,"of the biggest names in Japanese anime , with impressive results"
90766,4723,supremely kittenish performance
18031,786,"their super-powers , their super-simple animation and"
132981,7172,I loved the look of this film .
130768,7045,is that it does have a few cute moments
86561,4482,are made for each other
105498,5570,through his scenes
54420,2704,", really good"
12733,548,a classroom play
19564,859,in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode
43014,2076,shameless
131477,7083,her Rubenesque physique
126351,6793,"manages , with terrific flair ,"
9102,380,the hallucinatory drug culture
98958,5190,MTV series
152125,8300,"is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance"
112579,5979,"is stark , straightforward and deadly"
155633,8518,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement ."
109086,5776,which allow us to view events as if through a prism
93262,4863,is n't a new idea
19932,884,sheerly beautiful film
42677,2060,subsided
33110,1552,per
67636,3435,I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .
30128,1398,also rocks .
15837,679,can offer
4122,155,uninspired .
151253,8245,highly entertaining
135492,7316,f \*\*\* ed
141493,7677,cinema verite speculation
48495,2369,most watchable
91557,4764,cute by half
31736,1487,feels comfortable with taking insane liberties and doing the goofiest stuff out of left field
79480,4093,Western ear
112602,5979,", violent jealousy"
62289,3149,"Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and"
35567,1675,"is so bad ,"
150746,8217,Frida 's life
88647,4606,Portuguese import
6173,245,crawlies
36974,1751,such as Notting Hill to commercial
40511,1938,is a real charmer
42764,2064,brimming
72441,3702,sabotaged by pomposity
47332,2308,"A generous , inspiring film that unfolds with grace and humor and gradually"
154958,8477,Woefully pretentious .
130317,7020,"her heroine 's book sound convincing , the gender-war ideas original ,"
107596,5686,tiniest
48214,2353,Pray
116067,6186,adherents
84491,4371,blood-curdling stuff
91681,4770,'s pure entertainment
138653,7512,"awfully good , achingly human picture"
105444,5568,self-aware neurotics
52081,2571,", and to the conflicted complexity of his characters"
84168,4348,for a litmus test of the generation gap
113592,6039,"he has n't lost his touch , bringing off a superb performance in an admittedly middling film"
42279,2036,not so much
110700,5865,if you 're going to alter the Bard 's ending
4332,164,rather convoluted journey
153437,8380,you like it or not
54864,2733,"Lillard and Cardellini earn their Scooby Snacks , but not anyone else"
21817,977,an actor 's
39746,1898,one word
33682,1582,"Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it ."
121021,6482,plot lapses
135963,7343,substances
98732,5178,"Slow and ponderous ,"
108647,5750,think of themselves and their clients
31377,1467,a leash
21360,955,"the percussion rhythm , the brass soul"
60780,3069,"is a mildly funny , sometimes tedious , ultimately insignificant film"
98477,5162,Nijinsky says
11248,484,search
138012,7466,"you can enjoy much of Jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor ."
140064,7599,Yong
56686,2848,unattractive or odorous
34890,1641,"a chance to learn , to grow , to travel"
79871,4115,"more of a poetic than a strict reality , creating an intriguing species of artifice"
152039,8296,big corner office
27848,1279,"In the book-on-tape market , the film of `` The Kid Stays in the Picture '' would be an abridged edition"
151037,8233,'s always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic
149953,8167,from charismatic rising star Jake Gyllenhaal but also
90018,4683,of Castro
69002,3505,... that the material is so second-rate .
129216,6949,mired in a shabby script
351,12,just that
135885,7339,Excruciatingly unfunny and pitifully unromantic .
80054,4124,the film could just as well be addressing the turn of the 20th century into the 21st .
113122,6008,falls to the floor with a sickening thud .
30256,1404,animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers
25399,1162,Press the delete key
13723,591,The next big thing 's not-so-big
96379,5034,Is This Movie
16188,699,fustily tasteful
86466,4477,the French-produced `` Read My Lips ''
130447,7028,bring something new into the mix
3711,140,Sleek
95179,4965,`` courage ''
87578,4546,a well-made and satisfying thriller
149973,8167,Ellen Pompeo pulls off the feat with aplomb
37119,1760,unlike -LRB- Scorsese 's Mean Streets -RRB-
1623,60,into a smart new comedy
99710,5231,there is never any question of how things will turn out
48575,2372,to the level of intelligence and visual splendour that can be seen in other films
85894,4445,would require many sessions on the couch of Dr. Freud .
69313,3523,homicide
28423,1314,in gorgeous visuals
79855,4114,complicated hero
57377,2892,of the film 's shooting schedule waiting to scream
83130,4291,The irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own
150273,8185,'re really
55118,2748,keep it from being a total rehash
151143,8239,'s not onscreen
117693,6283,two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected
122997,6601,s\/m
30079,1396,", tragedy , false dawns , real dawns , comic relief"
73945,3781,greatest date movies
125185,6726,"appalling , shamelessly manipulative and contrived"
13434,578,"Mostly works because of the universal themes , earnest performances ... and excellent use of music by India 's popular Gulzar and Jagjit Singh ."
84394,4366,While it 's nothing we have n't seen before from Murphy
48038,2343,than no Chekhov
29059,1346,"Full Frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature ."
28061,1289,'s pretty enjoyable
12759,549,keep the story compelling
119740,6403,in service
84372,4362,miserable and
133508,7203,"one more member of his little band , a professional screenwriter"
127832,6875,the mystery of four decades back the springboard for a more immediate mystery in the present
17631,763,ownership
85398,4416,the bellyaching
114817,6111,", action-packed chiller"
150381,8192,bloated costume drama
77691,3995,Both exuberantly romantic and serenely
29273,1356,Does a good job
93109,4851,"been , pardon the pun ,"
152874,8344,A chilly
132602,7150,of above the rest
118554,6334,its dying
1867,69,gay
3610,135,Daughter From Danang reveals that efforts toward closure only open new wounds .
144742,7856,into the light-footed enchantment the material needs
42881,2071,only the most hardhearted Scrooge could fail to respond
117101,6248,conflagration
22129,992,seems to have bitterly forsaken
81049,4177,modern remake
107123,5659,have no bearing on the story
35349,1662,middle-age
108201,5724,"is almost nothing in this flat effort that will amuse or entertain them , either"
43983,2131,wins still
79339,4085,the same scene
31422,1470,such a dependable concept
12968,558,to whether you can tolerate Leon Barlow
113688,6042,"equally beautiful , self-satisfied 18-year-old mistress"
139935,7591,"has a kind of hard , cold effect"
135537,7319,the decidedly foul stylings
139456,7563,still seems timely and important .
123276,6616,"of the wise , wizened visitor from a faraway planet"
32917,1542,Amy 's
55459,2768,wo n't harm anyone
15394,658,imagined glory
46909,2286,"Cassavetes thinks he 's making Dog Day Afternoon with a cause ,"
126652,6809,seem to be introverted young men with fantasy fetishes
40048,1918,does such high-profile talent serve such literate material
148404,8075,gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .
60447,3052,yielded
10339,434,of everyday sex-in-the-city misadventures
62479,3161,How many more times
36625,1734,", mesmerizing"
49481,2422,Koury frighteningly
43981,2131,won --
130858,7051,black-and-white archival footage
65077,3292,a collaboration between damaged people
113612,6040,little thriller
19657,864,-LRB- A -RRB- mess .
15303,656,attempt
83014,4285,those monologues stretch on and on
154595,8452,intellectual rigor
6263,249,more enjoyable
88161,4578,most pleasurable expressions of pure movie love to come from an American director in years .
39704,1896,martial arts and gunplay with too little excitement and zero compelling storyline .
98241,5149,"If you 're down for a silly hack-and-slash flick , you can do no wrong with Jason X."
78401,4032,next inevitable incarnation
153504,8383,"wet , fuzzy and sticky"
13550,582,sniffle
89661,4665,as the most offensive action
124990,6717,is ultimately thoughtful without having much dramatic impact
1477,53,overexposed
14260,614,"doing so when dealing with the destruction of property and , potentially , of life itself"
76328,3920,of neurasthenic regret
68813,3495,Close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .
36426,1723,A knowing sense of humor and
137826,7458,Cinema Paradiso stands as one of the great films about movie love .
122783,6586,someone has to be hired to portray Richard Dawson
106975,5649,"It may not be a great piece of filmmaking ,"
86646,4489,"Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but"
129962,6997,while nothing special
96335,5032,the scenic splendor
133475,7201,dulls the human tragedy at the story 's core
151672,8275,"I 've seen some bad singer-turned actors , but"
67367,3418,gathering dust
23202,1050,doing-it-for - the-cash
89156,4634,"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual"
1081,39,totally unexpected
74380,3811,grating showcase
138991,7533,Highly irritating at first
146689,7979,of which they 'll get plenty -RRB-
28376,1312,"-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene ."
77483,3985,"is full of unhappy , two-dimensional characters who are anything but compelling"
83259,4299,one reason it 's so lackluster
65621,3326,It 's rare that a movie can be as intelligent as this one is in every regard except its storyline
64304,3255,might not seem like the proper cup of tea
134270,7245,could have turned this into an Argentine retread of `` Iris '' or `` American Beauty
106094,5603,"A colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters"
92495,4817,of a cellular phone commercial
132130,7123,who did
17738,768,a cartoon in the end
141151,7656,steers clear of the sensational
41395,1990,"I liked About Schmidt a lot , but"
117398,6264,could n't have done any better in bringing the story of Spider-Man to the big screen .
37785,1797,water-bound
47990,2340,to tell : his own
33969,1595,servants
59956,3024,still cuts all the way down to broken bone .
12195,521,Roach
92708,4829,fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent
86056,4454,may well depend on your threshold for pop manifestations of the Holy Spirit
113385,6024,its cluelessness
74022,3785,his autobiographical performance
7838,318,creative film
139633,7575,less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors
51368,2530,should have been the be-all-end-all of the modern-office anomie films
28982,1343,"no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out"
40591,1944,"is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter"
135734,7333,so cognizant of the cultural and moral issues involved in the process
147367,8018,guru
128743,6924,abstract Frank Tashlin comedy
43935,2129,ten
62738,3172,people who like their romances to have that French realism
49932,2450,", it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful ."
49275,2411,"give his audience a single character worth rooting for -LRB- or worth rooting against , for that matter -RRB-"
125079,6721,bug-eyed mugging
136289,7368,"A film that presents an interesting , even sexy premise"
57743,2910,soap opera antics
19319,848,thoughts
62160,3142,care about the bottom line
86114,4457,adolescent dirty-joke book
122986,6601,"little more than a particularly slanted , gay s\/m fantasy ,"
76184,3909,was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon
120485,6442,"all that memorable , but as downtown Saturday matinee brain candy"
155069,8486,bitter Italian comedy
84646,4380,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films"
97420,5095,old disease-of-the-week small-screen melodramas
128396,6908,ambitious to be fully successful
136723,7392,in the subject
128305,6903,did n't particularly like E.T. the first time I saw it as a young boy
100155,5255,"truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible"
71305,3637,"with every indulgent , indie trick in the book"
8046,331,the surface
4427,167,Has no reason to exist
3684,138,"really ,"
31497,1474,of institutionalized slavery
57418,2894,"road movie , coming-of-age story and political satire"
52843,2619,but undernourished and plodding .
8630,358,unfolding
126964,6826,never quite emerges from the shadow of Ellis ' book .
63248,3198,more than satisfactory amount
61723,3120,"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory ."
116596,6217,'s definitely worth
39966,1911,is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .
87258,4525,"wanted to say , confronting the roots of his own preoccupations and obsessions"
142779,7748,to be a drama
74964,3844,the phone rings and a voice
14965,643,can such a cold movie claim to express warmth and longing
22903,1036,give themselves a better lot in life than the ones
39889,1906,The type
26806,1229,Barry Pepper
63836,3230,Personal Velocity seems to be idling in neutral
22083,990,whipping out
139829,7587,Sea '
29579,1370,and pasta-fagioli comedy
76771,3947,formal settings
21484,962,Horrid little propaganda film with fascinating connections
86008,4450,that sometimes it 's difficult to tell who the other actors in the movie are
110580,5861,cloaked in the euphemism ` urban drama .
122293,6555,"The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him ."
18023,786,Powerpuff Girls
126615,6808,Bille August
117343,6261,the training and dedication
106944,5648,As commander-in-chief of this film
3602,134,are there Tolstoy groupies out there
17451,756,from shifting in your chair too often
6965,279,that you 'd swear you
63840,3230,idling in neutral
44211,2144,of good-natured fun found in films like Tremors
154450,8442,the film 's direction
108699,5754,"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings ."
136783,7398,zzzzzzzzz
110086,5829,resorts
139169,7544,"the word , even if you"
116523,6213,"sit through , enjoy on a certain level and then"
121624,6518,vicarious
64567,3268,"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over ."
14268,614,the destruction of property
3212,120,has ever revealed before about the source of his spiritual survival
41713,2007,overblown
129180,6946,for the cable-sports channel and its Summer X Games
126807,6818,an intriguing curiosity
133492,7202,"a big , juicy role"
104524,5516,is a bomb .
81731,4216,146 minutes
41467,1994,has none of the charm and little of the intrigue from the TV series .
155868,8532,meets his future wife and
49146,2401,"about impossible , irrevocable choices"
137108,7416,George Romero
2265,86,Something About Mary co-writer Ed Decter
15077,648,on a dime
55784,2789,that perfectly illustrates the picture 's moral schizophrenia
6170,245,the creepy crawlies
49189,2404,call Reno
143510,7788,to be mesmerised
142785,7749,for its depiction
106957,5648,an attention to detail
40798,1955,watch as two last-place basketball
4369,165,harrowing
60307,3045,"a movie , which normally is expected to have characters and a storyline"
127800,6873,"be a thoughtful , emotional movie experience"
128411,6908,Karen Sprecher
74190,3801,this movie 's servitude to its superstar
126170,6780,advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day
21608,966,thanks to remarkable performances
92273,4803,"the glorious , gaudy benefit"
120525,6445,revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .
51624,2545,"A very well-meaning movie , and"
141608,7683,ruined by amateurish
123400,6625,giving up on a loved one
94856,4948,of drooling idiots
26115,1197,have n't
1837,67,monstrous lunatic
1169,43,a horror movie 's
52460,2596,an honored screen veteran and
134957,7284,if Solondz had two ideas for two movies
24261,1102,erects
141313,7664,", and sometimes dry"
107713,5692,"is good , except its timing"
34497,1620,the achingly unfunny Phonce and his several silly subplots
68905,3500,"that by movie 's end , we accept the characters and the film , flaws and all"
133250,7189,a conventional way
67499,3427,of the theater feeling
16515,710,"require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture"
40684,1950,his determination to lighten the heavy subject matter
125740,6756,"Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it ."
25188,1152,an unendurable viewing experience
78177,4022,that is richer than anticipated
74773,3833,those who do will have found a cult favorite to enjoy for a lifetime .
74570,3823,it still works .
93029,4846,A drama ?
33755,1587,"Its gentle , touching story"
105046,5549,", and about his responsibility to the characters"
78940,4061,a certain kind
116276,6197,the laughter
111440,5912,Elfriede
53414,2649,makes Oliver far more interesting
112473,5973,An unsuccessful attempt at a movie of ideas .
109975,5824,him sing the lyrics to `` Tonight
57796,2912,'s up to -LRB- Watts -RRB- to lend credibility to this strange scenario
90143,4692,We never truly come to care about the main characters and whether or not they 'll wind up together
86046,4454,Your taste for Jonah
147402,8020,TV movie-esque
71402,3642,The film runs on a little longer than it needs to --
94311,4922,in a movie
37570,1786,"... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '"
108431,5737,point-and-shoot exercise
32573,1527,puff
132750,7158,wait to see this terrific film with your kids -- if you do n't have kids borrow some
16510,710,a hardened voyeur
59445,2998,clearly evident poverty and hardship
133390,7198,worthy addition
31919,1494,"go anywhere new , or arrive anyplace special"
136050,7350,Often overwrought and at times positively irritating
34576,1625,about Murder
136020,7348,is in its examination of America 's culture of fear
153981,8412,be because it plays everything too safe
86269,4467,a pop-influenced prank whose charms are immediately apparent
56577,2841,The lightest
103319,5447,"is intriguing , provocative stuff"
89406,4648,written for no one
77123,3966,'s ``
83120,4290,", but director Carl Franklin adds enough flourishes and freak-outs to make it entertaining"
63344,3206,"-LRB- `` Safe Conduct '' -RRB- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage ."
149121,8114,lurid melodrama
40738,1952,Jr.
27139,1249,C.H.O.
109078,5776,forwards and back
61800,3124,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain ."
118431,6327,in intent and execution
150218,8182,that the legacy of war is a kind of perpetual pain
85185,4405,to find better entertainment
28128,1292,leaves a bitter taste .
75021,3847,his family-film plot
50475,2482,by Hollywood
143951,7812,is more timely
139066,7538,by Julianne Moore
146148,7947,with a solid cast
8670,360,a second look
79440,4091,of the acting breed
16721,722,Hutchins
70997,3620,The ensemble cast turns in a collectively stellar performance
66282,3361,test severely
127859,6877,to reflect that its visual imagination is breathtaking
60666,3065,precious than perspicacious
114284,6078,that 's not much to hang a soap opera on
56818,2855,qatsi
43594,2110,male-ridden angst
20669,923,"Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ."
95278,4973,"gives us episodic choppiness , undermining the story 's emotional thrust ."
153651,8390,"for its flawed , crazy people"
9325,388,female
20162,897,No amount of good intentions
83390,4307,personal tragedy and also the human comedy
82409,4255,Avary 's failure to construct a story with even a trace of dramatic interest
50473,2482,"now ,"
32669,1531,in its sudsy
116725,6224,an object
128736,6924,be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career
70785,3609,Silly stuff
82431,4256,that it 's inauthentic at its core and that its story just is n't worth telling
3230,121,"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff"
68755,3493,the moment takes them
134834,7277,fifteen
85841,4442,are spectacular
10691,453,little less charm
26141,1198,lika
114269,6077,"Lovely and Amazing , ' unhappily"
145941,7936,Medem
20874,931,whose face
98229,5148,"eludes Madonna and , playing a charmless witch"
82047,4232,is a note of defiance over social dictates
52349,2588,Angels
27128,1248,everyone making it lost their movie mojo
54094,2687,and poorly-constructed comedy
79409,4090,just how
132080,7121,extrusion
93370,4869,phony relationship
130925,7056,of soap
45953,2235,turn down
128628,6918,give it considerable punch .
32243,1511,"complex and quirky ,"
69171,3514,cheesier
88220,4582,are the flamboyant mannerisms that are the trademark of several of his performances
7639,309,", the director 's experiment is a successful one ."
107770,5696,to admit that I am baffled by Jason X.
35554,1674,every gag two or three times
6236,248,shorter than the first -LRB- as best I remember -RRB-
144651,7851,the human need
43810,2124,"realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
115682,6164,"the cruelty and suffering he has found with an devastating , eloquent clarity"
69823,3550,"limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp"
129480,6962,have laughed
59499,3000,hardware
40012,1915,sucker
57412,2894,"A smart , steamy mix"
128516,6913,gives this aging series
60042,3029,unexplainable life
139099,7540,is recommended only for those under 20 years of age
86653,4489,of Days
155631,8517,Roger Swanson
121183,6489,have n't seen before
114633,6099,"zero-dimensional , unlikable characters and hackneyed , threadbare comic setups"
50982,2509,in class
141473,7676,then pay your $ 8 and get ready for the big shear .
89786,4672,is even better than The Fellowship .
76640,3941,the paranoid claustrophobia
27167,1251,assumes
32920,1542,"has a key strength in its willingness to explore its principal characters with honesty , insight and humor"
21489,962,propaganda
74122,3794,"a core of flimsy -- or , worse yet , nonexistent -- ideas"
13734,591,directorial debut
144098,7821,The most repugnant adaptation
99513,5218,living a dysfunctionally privileged lifestyle
127577,6862,"more accurately ,"
11231,483,will linger long after this film has ended .
151348,8250,an Asian landscape painting
30743,1430,too much exploitation and
30468,1414,of New York
85668,4429,craftsmen
97956,5131,Serving Sara should be served an eviction notice at every theater stuck with it .
12918,554,meat grinder
127917,6882,"if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story"
140658,7631,clinically
48075,2344,head and
53415,2649,Oliver far more interesting
125102,6723,directed and convincingly acted
155727,8524,period-perfect
22076,990,see Michael Caine whipping out the dirty words and punching people in the stomach again
138298,7486,"animation back 30 years , musicals back 40 years and Judaism back at least 50 ."
37081,1758,Like all great films about a life you never knew existed
84082,4343,through family history
109003,5771,cafeteria
91198,4744,lift
5135,202,they do n't fit well together
5234,207,finally revel in its splendor
46924,2286,he 's done
15903,682,indie-heads
18426,808,"It may be a no-brainer ,"
147069,8004,than pandering
54134,2689,I 'd say this
131310,7076,"offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them ."
39248,1873,well-produced
88685,4608,the life experiences of a particular theatrical family
94848,4948,meant to enhance the self-image of drooling idiots .
55732,2787,the sheer ugliness
142351,7722,to an aimless hodgepodge
18985,833,has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again
64693,3275,nobody here bothered to check it twice .
